Date,Meters,Celsius,X,Y,Z
17:31:14,94.81,26.37,339,337,431
17:31:15,94.56,26.43,339,337,432
17:31:16,94.68,26.37,338,337,432
17:31:17,94.62,26.37,339,337,431
17:31:18,94.68,26.37,339,337,431
17:31:19,94.81,26.37,338,337,432
17:31:20,94.81,26.37,339,337,431
17:31:21,94.68,26.37,338,337,432
17:31:22,94.62,26.43,339,337,432
17:31:23,94.56,26.43,339,337,432
17:31:24,94.62,26.37,339,337,432
17:31:25,94.56,26.37,339,337,432
17:31:26,94.37,26.43,339,337,431
17:31:27,94.62,26.37,339,337,432
17:31:28,94.68,26.37,339,337,432
17:31:29,94.68,26.37,339,337,432
17:31:30,94.75,26.37,339,337,432
17:31:31,94.81,26.37,339,337,432
17:31:32,94.68,26.37,339,337,432
17:31:33,94.68,26.37,338,336,432
17:31:34,94.81,26.37,337,339,432
